User ID,Full Name,Late Days Left,Orientation Quiz,Week 1 Quiz 1,Week 1 Quiz 2,Week 2 Quiz 1,Week 2 Quiz 2,Week 3 Quiz 1,Week 3 Quiz 2,Week 4 Quiz 1,Week 4 Quiz 2,Week 5 Quiz 1,Week 5 Quiz 2,Week 6 Quiz 1,Week 6 Quiz 2,Week 7 Quiz 1,Week 7 Quiz 2,Week 8 Quiz 1,Week 8 Quiz 2,Final Exam,Week 3 Discussion Samples,Week 5 Discussion Samples,Week 7 Discussion Samples
183817,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
183935,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
185167,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
185419,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
189084,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
189434,XXXXX,0,5,13,2.4,0,0,15,3.66667,,,,,,,,,,,,,,
189472,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
190011,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
191890,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
193276,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
194988,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
195061,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
197890,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
198677,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
198808,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
200821,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
202089,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
203436,XXXXX,0,5,,,,,,,,,,,,,,,,,,,,
203800,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
204600,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
205092,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
205363,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
205686,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
206838,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
208049,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
208431,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
210035,XXXXX,0,0,0,,,,,,,,,,,,,,,,,,,
210045,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
211857,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
211947,XXXXX,0,5,15,,,,,,,,,,,,,,,,,,,
213432,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
213454,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
214477,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
215098,XXXXX,0,5,,,,,,,,,,,,,,,,,,,,
216955,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
217457,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
217559,XXXXX,0,,0,0,0,,,,,,,,,,,,,,,,,
218232,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
218317,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
218384,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
218856,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
219919,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
220023,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
220155,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
220407,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
220929,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
222446,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
222831,XXXXX,0,,,,,,,,,,,,,,,,,,,,,
